2022-02-02 14:02:32,922:Key.backspace
2022-02-02 14:02:32,963:Key.backspace
2022-02-02 14:02:33,003:Key.backspace
2022-02-02 14:02:33,043:Key.backspace
2022-02-02 14:02:33,222:Key.backspace
2022-02-02 14:02:33,513:Key.backspace
2022-02-02 14:02:33,782:Key.backspace
2022-02-02 14:02:35,342:'k'
2022-02-02 14:02:35,992:'e'
2022-02-02 14:02:36,122:'y'
2022-02-02 14:02:38,302:'l'
2022-02-02 14:02:38,554:'o'
2022-02-02 14:02:39,152:'g'
2022-02-02 14:02:39,312:'g'
2022-02-02 14:02:39,532:'e'
2022-02-02 14:02:39,603:'r'
2022-02-02 14:02:40,012:Key.enter
2022-02-02 14:02:50,482:'c'
2022-02-02 14:02:50,702:'l'
2022-02-02 14:02:50,892:'e'
2022-02-02 14:02:50,992:'a'
2022-02-02 14:02:51,053:'r'
2022-02-02 14:02:51,163:Key.enter
2022-02-02 14:02:57,493:Key.ctrl
2022-02-02 14:02:57,582:Key.shift
2022-02-02 14:02:57,672:'V'
2022-02-02 14:02:58,542:Key.enter
2022-02-02 14:03:04,812:Key.ctrl
2022-02-02 14:03:04,902:Key.shift
2022-02-02 14:03:04,962:'V'
2022-02-02 14:03:05,454:Key.enter
2022-02-02 14:03:12,992:Key.ctrl
2022-02-02 14:03:13,072:Key.shift
2022-02-02 14:03:13,222:'V'
2022-02-02 14:03:13,842:Key.enter
2022-02-02 14:03:19,332:Key.ctrl
2022-02-02 14:03:19,392:Key.shift
2022-02-02 14:03:19,442:'V'
2022-02-02 14:03:19,922:Key.enter
2022-02-02 14:03:30,082:'m'
2022-02-02 14:03:30,184:'a'
2022-02-02 14:03:30,312:'i'
2022-02-02 14:03:30,482:'n'
2022-02-02 14:03:30,842:Key.enter
2022-02-02 14:04:33,952:Key.alt
2022-02-02 14:04:34,232:Key.tab
2022-02-02 14:04:35,831:Key.tab
2022-02-02 14:04:49,813:Key.alt
2022-02-02 14:04:50,052:Key.tab
2022-02-02 14:05:11,022:Key.shift
2022-02-02 14:05:11,142:'M'
2022-02-02 14:05:11,433:'a'
2022-02-02 14:05:11,662:'t'
2022-02-02 14:05:11,771:'e'
2022-02-02 14:05:11,922:'u'
2022-02-02 14:05:12,043:'s'
2022-02-02 14:05:12,802:'-'
2022-02-02 14:05:13,153:Key.shift_r
2022-02-02 14:05:13,302:'s'
2022-02-02 14:05:13,582:'o'
2022-02-02 14:05:13,743:'u'
2022-02-02 14:05:14,172:Key.backspace
2022-02-02 14:05:14,353:Key.backspace
2022-02-02 14:05:14,512:Key.backspace
2022-02-02 14:05:14,793:Key.backspace
2022-02-02 14:05:15,773:'-'
2022-02-02 14:05:16,122:Key.shift_r
2022-02-02 14:05:16,242:'S'
2022-02-02 14:05:16,592:'o'
2022-02-02 14:05:16,752:'u'
2022-02-02 14:05:16,932:'s'
2022-02-02 14:05:16,982:'a'
2022-02-02 14:05:17,792:'2'
2022-02-02 14:05:17,942:'3'
2022-02-02 14:06:00,583:'w'
2022-02-02 14:06:01,432:Key.enter
2022-02-02 14:06:15,812:Key.ctrl
2022-02-02 14:06:16,012:Key.shift
2022-02-02 14:06:16,122:'V'
2022-02-02 14:06:16,642:Key.ctrl
2022-02-02 14:06:16,742:'v'
2022-02-02 14:06:41,762:'k'
2022-02-02 14:06:43,212:Key.enter
2022-02-02 14:07:03,762:Key.backspace
2022-02-02 14:07:04,743:'k'
2022-02-02 14:07:04,882:'e'
2022-02-02 14:07:05,332:'y'
2022-02-02 14:07:06,812:Key.backspace
2022-02-02 14:07:07,002:Key.backspace
2022-02-02 14:07:08,302:Key.backspace
2022-02-02 14:07:10,433:Key.esc
2022-02-02 14:07:24,462:'k'
2022-02-02 14:07:24,622:'e'
2022-02-02 14:08:15,222:Key.backspace
2022-02-02 14:08:15,414:Key.backspace
2022-02-02 14:08:22,182:'m'
2022-02-02 14:08:22,762:'a'
2022-02-02 14:08:22,822:'i'
2022-02-02 14:08:22,992:'n'
2022-02-02 14:08:23,672:Key.enter
